dbn,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,QR_1_1,QR_1_2,QR_2_2,QR_3_4,QR_4_2,QR_1_4,QR_1_3,QR_3_1,QR_4_1,QR_5_1,ELL,IEP,hs_overage_undercredit_hoi_pct,temp_housing_pct,hra_elig_pct,median_distance,Principal_experience,Teach_3_more_exp,val_attendance_hs_all,val_chronic_absent_hs_all,Teacher_attendance,n_pct_cpci_all,val_pct_cpci_all,n_grad_pct_4_all,val_grad_pct_4_all,n_grad_pct_6_all,val_grad_pct_6_all,n_act_engl,val_act_engl,n_act_math,val_act_math,n_act_read,val_act_read,n_act_scie,val_act_scie,n_mean_act_engl,val_mean_act_engl,n_mean_act_math,val_mean_act_math,n_mean_act_read,val_mean_act_read,n_mean_act_scie,val_mean_act_scie,n_mean_sat_math,val_mean_sat_math,n_mean_sat_writ,val_mean_sat_writ,n_pct_act_engl,val_pct_act_engl,n_pct_act_math,val_pct_act_math,n_pct_sat_math,val_pct_sat_math,n_pct_sat_writ,val_pct_sat_writ
25Q240,Veritas Academy,High School,619,0.76,0.87,0.82,0.9,0.82,0.91,0.533,0.467,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.105,0.197,0.065,0.068,0.659,2.5,1.7,0.95,0.89,0.298,0.977,158,0.528,158,0.848,139,0.928,158,0.006,158,0.006,158,0.006,158,0.006,1,28.3,1,30.5,1,33.9,1,32.9,136,465,136,451,158,0,158,0,158,0.203,158,0.285
25Q241,Queens High School for Language Studies,High School,443,0.81,0.92,0.89,0.95,0.91,0.97,0.567,0.433,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.233,0.059,0.05,0.054,0.657,2.3,8,0.897,0.858,0.376,0.99,105,0.962,105,0.914,102,0.971,105,0,105,0,105,0,105,0,,,,,,,,,100,529,100,472,105,0,105,0,105,0.457,105,0.448
25Q252,"Queens School of Inquiry, The",High School,350,0.8,0.92,0.84,0.91,0.92,0.93,0.52,0.48,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.009,0.14,0.003,0.02,0.449,0.8,11,0.935,0.916,0.246,0.994,82,0.963,82,0.939,78,0.974,82,0,82,0,82,0,82,0,,,,,,,,,75,539,75,545,82,0,82,0,82,0.549,82,0.744
25Q263,Flushing International High School,High School,418,0.83,0.97,0.9,0.95,0.9,0.95,0.407,0.593,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,0.885,0.012,0.199,0.203,0.529,2,1.8,0.903,0.882,0.34,0.973,102,0.402,102,0.853,106,0.755,102,0,102,0,102,0,102,0,,,,,,,,,87,426,87,384,102,0,102,0,102,0.118,102,0.029
25Q281,East-West School of International Studies,High School,380,0.79,0.86,0.84,0.91,0.88,0.9,0.453,0.547,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.082,0.153,0.008,0.026,0.571,0.9,4.4,0.833,0.96,0.099,0.989,86,0.965,86,0.965,73,0.986,86,0,86,0,86,0,86,0,,,,,,,,,83,577,83,535,86,0,86,0,86,0.686,86,0.674
25Q285,World Journalism Preparatory: A College Board Scho,High School,350,0.77,0.93,0.81,0.93,0.89,0.94,0.589,0.411,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,0.034,0.2,0.009,0.043,0.406,2.1,4.7,0.951,0.929,0.189,0.992,84,0.982,84,1,73,0.986,84,0.012,84,0.012,84,0.012,84,0.012,1,,1,,1,,1,,81,485,81,518,84,0.012,84,0.012,84,0.333,84,0.69
25Q425,John Bowne High School,High School,"3,294",0.7,0.86,0.75,0.88,0.83,0.89,0.487,0.513,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,0.189,0.165,0.062,0.063,0.65,2.4,3.2,0.943,0.81,0.377,0.981,860,0.815,860,0.791,892,0.857,860,0.002,860,0.002,860,0.002,860,0.002,2,,2,,2,,2,,692,468,692,459,860,0.002,860,0.001,860,0.21,860,0.305
25Q460,Flushing High School,High School,"1,415",0.7,0.77,0.78,0.82,0.86,0.85,0.479,0.521,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.193,0.137,0.073,0.093,0.675,2.3,3.9,0.591,0.804,0.513,0.975,319,0.813,319,0.834,405,0.751,319,0,319,0,319,0,319,0,,,,,,,,,244,434,244,423,319,0,319,0,319,0.097,319,0.172
25Q670,Robert F. Kennedy Community High School,High School,654,0.74,0.85,0.83,0.88,0.84,0.88,0.453,0.547,Developing,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,0.098,0.179,0.035,0.061,0.639,2.2,5,0.95,0.855,0.332,0.976,158,0.668,158,0.88,185,0.935,158,0,158,0,158,0,158,0,,,,,,,,,140,485,140,455,158,0,158,0,158,0.291,158,0.272
26Q315,Business Technology Early College High School,High School,548,0.79,0.96,0.87,0.98,0.94,0.97,0.316,0.684,Proficient,Proficient,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.029,0.141,0.015,0.08,0.502,3.6,4.5,0.939,0.886,0.355,0.985,120,0.9,120,0.983,103,0.951,120,0.008,120,0.008,120,0.008,120,0.008,1,,1,,1,,1,,114,475,114,472,120,0,120,0,120,0.225,120,0.417
26Q415,Benjamin N. Cardozo High School,High School,"3,405",0.73,0.92,0.74,0.9,0.84,0.89,0.54,0.46,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.042,0.144,0.021,0.038,0.465,2.9,5,0.868,0.906,0.31,0.989,798,0.942,798,0.935,943,0.931,798,0.01,798,0.01,798,0.01,798,0.01,8,16,8,17,8,18,8,20,739,547,739,524,798,0.008,798,0.009,798,0.516,798,0.603
26Q430,Francis Lewis High School,High School,"4,424",0.79,0.93,0.81,0.95,0.85,0.93,0.483,0.517,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.108,0.148,0.021,0.051,0.462,1.3,8,0.951,0.923,0.202,0.984,1117,0.82,1117,0.944,1108,0.935,1117,0.009,1117,0.009,1117,0.009,1117,0.009,10,,10,,10,,10,,1018,591,1018,537,1117,0.009,1117,0.009,1117,0.637,1117,0.655
26Q435,Martin Van Buren High School,High School,"1,140",0.77,0.87,0.82,0.85,0.86,0.91,0.432,0.568,Proficient,Developing,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,0.134,0.152,0.073,0.065,0.557,2.1,2,0.942,0.824,0.459,0.985,301,0.664,301,0.874,287,0.847,301,0,301,0,301,0,301,0,,,,,,,,,257,438,257,441,301,0,301,0,301,0.143,301,0.233
26Q495,Bayside High School,High School,"2,949",0.78,0.93,0.81,0.93,0.85,0.92,0.481,0.519,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,0.084,0.159,0.019,0.065,0.441,2.5,13,0.968,0.935,0.184,0.992,706,0.993,706,0.994,710,0.993,706,0.011,706,0.011,706,0.011,706,0.011,8,,8,,8,,8,,677,527,677,501,706,0.008,706,0.008,706,0.477,706,0.562
26Q566,"Queens High School of Teaching, Liberal Arts and t",High School,959,0.62,0.57,0.76,0.61,0.83,0.75,0.547,0.453,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.03,0.184,0.013,0.033,0.436,3,4.8,0.889,0.851,0.394,0.981,211,0.924,211,0.948,271,0.952,211,0,211,0,211,0,211,0,,,,,,,,,204,452,204,454,211,0,211,0,211,0.185,211,0.332
27Q260,Frederick Douglass Academy VI High School,High School,254,0.68,0.87,0.76,0.89,0.8,0.93,0.469,0.531,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.303,0.244,0.268,0.181,0.728,0.6,2,0.852,0.555,0.796,0.991,86,0.43,86,0.488,92,0.598,86,0,86,0,86,0,86,0,2,,2,,2,,2,,35,387,35,397,86,0,86,0,86,0.012,86,0.035
27Q302,"Queens High School for Information, Research, and",High School,489,0.8,0.87,0.9,0.9,0.88,0.92,0.374,0.626,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.16,0.188,0.09,0.088,0.699,0.8,1.7,0.906,0.868,0.315,0.988,105,0.819,105,0.933,129,0.853,105,0.01,105,0.01,105,0.01,105,0.01,1,,1,,1,,1,,90,408,90,435,105,0,105,0,105,0.057,105,0.248
27Q308,Robert H. Goddard High School of Communication Art,High School,598,0.77,0.9,0.83,0.89,0.89,0.92,0.482,0.518,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.028,0.191,0.017,0.035,0.53,1,10.9,0.944,0.909,0.3,0.974,159,0.962,159,0.987,158,0.93,159,0.006,159,0.006,159,0.006,159,0.006,1,,1,,1,,1,,152,483,152,483,159,0,159,0.006,159,0.302,159,0.503
27Q309,Academy of Medical Technology: A College Board Sch,High School,463,0.76,0.9,0.83,0.92,0.88,0.92,0.479,0.521,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.192,0.134,0.067,0.117,0.687,0.6,5.8,0.939,0.715,0.493,0.981,101,0.842,101,0.762,114,0.754,101,0,101,0,101,0,101,0,,,,,,,,,83,421,83,419,101,0,101,0,101,0.05,101,0.099
27Q314,Epic High School - South,High School,399,0.73,0.71,0.78,0.74,0.88,0.84,0.411,0.589,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.05,0.193,0.083,0.055,0.594,1.5,5.2,0.577,0.899,0.307,0.987,96,0.911,96,0.927,88,0.875,96,0,96,0,96,0,96,0,18,14.7,18,16,18,17.1,18,17.6,85,416,85,436,96,0,96,0,96,0.104,96,0.208
27Q324,Rockaway Park High School for Environmental Sustai,High School,264,0.68,0.74,0.77,0.72,0.81,0.79,0.402,0.598,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,0.106,0.348,0.22,0.14,0.761,2.1,2,0.913,0.863,0.377,0.991,64,0.672,64,0.828,95,0.789,64,0,64,0,64,0,64,0,,,,,,,,,43,374,43,414,64,0,64,0,64,0.016,64,0.094
27Q351,Rockaway Collegiate High School,High School,301,0.75,0.74,0.78,0.84,0.87,0.86,0.472,0.528,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,0.133,0.355,0.163,0.133,0.774,2.4,1.6,0.714,0.753,0.588,0.974,83,0.422,83,0.771,81,0.802,83,0,83,0,83,0,83,0,,,,,,,,,52,391,52,389,83,0,83,0,83,0.024,83,0.072
27Q400,August Martin High School,High School,418,0.84,0.97,0.86,0.99,0.87,0.95,0.419,0.581,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.074,0.249,0.117,0.16,0.612,1.6,6.2,0.75,0.84,0.467,0.998,79,0.962,79,0.962,56,0.839,79,0,79,0,79,0,79,0,,,,,,,,,71,426,71,428,79,0,79,0,79,0.101,79,0.19
27Q475,Richmond Hill High School,High School,"1,600",0.73,0.83,0.78,0.87,0.84,0.89,0.461,0.539,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.183,0.161,0.071,0.07,0.655,0.8,8,0.879,0.879,0.325,0.979,445,0.576,446,0.742,466,0.734,446,0.002,446,0.002,446,0.002,446,0.002,1,17.8,1,20,1,22,1,18,298,440,298,442,445,0,445,0,445,0.085,445,0.189
27Q480,John Adams High School,High School,"2,450",0.72,0.85,0.76,0.85,0.86,0.88,0.478,0.522,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Well Developed,0.121,0.139,0.079,0.119,0.631,1.6,0.5,0.794,0.895,0.246,0.984,659,0.686,659,0.838,554,0.868,659,0,659,0,659,0,659,0,,,,,,,,,508,437,508,434,659,0,659,0,659,0.123,659,0.19
28Q157,J.H.S. 157 Stephen A. Halsey,High School,22,0.81,0.91,0.84,0.94,0.91,0.94,0.318,0.682,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.136,0.273,0,0.045,0.636,0.5,16,0.817,0.838,0.364,0.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28Q167,Metropolitan Expeditionary Learning School,High School,452,0.8,0.95,0.86,0.92,0.91,0.94,0.462,0.538,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.02,0.206,0.002,0.055,0.447,2.4,11.2,0.814,0.89,0.355,0.983,102,0.98,102,1,108,0.954,102,0,102,0,102,0,102,0,5,28,5,28,5,28,5,28,100,471,100,485,102,0,102,0,102,0.245,102,0.529
28Q284,York Early College Academy,High School,364,0.88,0.93,0.84,0.93,0.94,0.93,0.558,0.442,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.003,0.093,0,0.038,0.431,1.6,5.6,0.833,0.95,0.126,0.971,92,0.995,92,0.989,88,0.989,92,0,92,0,92,0,92,0,,,,,,,,,91,530,91,537,92,0,92,0,92,0.511,92,0.837
28Q310,Queens Collegiate: A College Board School,High School,378,0.74,0.81,0.79,0.88,0.88,0.9,0.5,0.5,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.114,0.132,0.053,0.063,0.624,2,12.1,0.872,0.839,0.4,0.969,112,0.813,112,0.911,109,0.908,112,0,112,0,112,0,112,0,1,28.3,1,30.5,1,33.9,1,32.9,103,467,103,454,112,0,112,0,112,0.188,112,0.357
28Q325,Hillside Arts & Letters Academy,High School,454,0.83,0.96,0.88,0.95,0.86,0.95,0.537,0.463,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.134,0.205,0.059,0.086,0.588,2.1,6.1,0.839,0.951,0.106,0.985,105,0.952,105,0.962,111,0.955,105,0,105,0,105,0,105,0,,,,,,,,,95,406,95,436,105,0,105,0,105,0.057,105,0.238
28Q328,High School for Community Leadership,High School,468,0.85,0.93,0.87,0.95,0.88,0.93,0.498,0.502,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.118,0.175,0.058,0.062,0.568,2.3,11.2,0.731,0.929,0.179,0.99,126,0.96,126,0.96,115,0.957,126,0,126,0,126,0,126,0,,,,,,,,,113,452,113,456,126,0,126,0,126,0.214,126,0.333
28Q350,Jamaica Gateway to the Sciences,High School,492,0.79,0.85,0.82,0.9,0.88,0.89,0.463,0.537,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.11,0.165,0.022,0.096,0.585,2.4,10.2,0.833,0.918,0.241,0.969,123,0.715,123,0.927,126,0.937,123,0,123,0,123,0,123,0,,,,,,,,,113,499,113,480,123,0,123,0,123,0.35,123,0.439
28Q440,Forest Hills High School,High School,"3,775",0.73,0.88,0.76,0.89,0.84,0.89,0.508,0.492,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,0.084,0.164,0.02,0.046,0.506,1.7,2.2,0.932,0.92,0.19,0.974,892,0.714,892,0.915,1014,0.916,892,0.009,892,0.009,892,0.009,892,0.009,8,,8,,8,,8,,785,512,785,493,892,0.008,892,0.007,892,0.393,892,0.471
28Q505,Hillcrest High School,High School,"2,880",0.72,0.86,0.78,0.85,0.84,0.87,0.519,0.481,Developing,Proficient,Developing,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.158,0.113,0.065,0.09,0.623,1.8,2,0.938,0.867,0.365,0.988,787,0.769,788,0.806,802,0.842,788,0,788,0,788,0,788,0,,,,,,,,,606,452,606,455,787,0,787,0,787,0.163,787,0.272
28Q620,Thomas A. Edison Career and Technical Education Hi,High School,"2,335",0.77,0.87,0.78,0.86,0.85,0.87,0.373,0.627,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,0.018,0.136,0.019,0.046,0.532,2.7,9,0.935,0.949,0.114,0.982,559,0.902,559,0.939,518,0.946,559,0.004,559,0.004,559,0.004,559,0.004,2,,2,,2,,2,,533,551,533,515,559,0.002,559,0.002,559,0.599,559,0.669
28Q680,Queens Gateway to Health Sciences Secondary School,High School,442,0.79,0.75,0.77,0.67,0.81,0.73,0.586,0.414,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.014,0.131,0.009,0.057,0.439,1.9,9.3,0.85,0.955,0.12,0.985,92,0.924,92,0.978,96,0.969,92,0.033,92,0.033,92,0.022,92,0.033,3,,3,,2,,3,,91,560,91,561,92,0.022,92,0.022,92,0.63,92,0.837
28Q686,Queens Metropolitan High School,High School,"1,065",0.76,0.9,0.84,0.91,0.9,0.9,0.502,0.498,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.047,0.187,0.01,0.035,0.374,1.1,5.1,0.941,0.95,0.111,0.967,250,0.788,250,0.856,256,0.949,250,0.004,250,0.004,250,0.004,250,0.004,1,,1,,1,,1,,238,494,238,492,250,0.004,250,0,250,0.352,250,0.552
28Q687,Queens High School for the Sciences at York Colleg,High School,511,0.78,0.6,0.78,0.56,0.78,0.75,0.438,0.562,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.002,0.008,0.006,0.02,0.397,3.8,4.8,0.808,0.969,0.062,0.986,129,1,129,1,110,1,129,0,129,0,129,0,129,0,,,,,,,,,128,740,128,679,129,0,129,0,129,0.977,129,0.992
28Q690,High School for Law Enforcement and Public Safety,High School,395,0.76,0.89,0.79,0.92,0.85,0.92,0.537,0.463,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.063,0.195,0.058,0.086,0.671,1.8,7.7,0.84,0.801,0.538,0.986,91,0.868,91,0.868,109,0.862,91,0,91,0,91,0,91,0,,,,,,,,,74,413,74,417,91,0,91,0,91,0.022,91,0.121
28Q896,"Young Women's Leadership School, Queens",High School,322,0.76,0.87,0.78,0.89,0.88,0.89,1,0,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.025,0.13,0,0.043,0.531,1.9,8.2,0.97,0.931,0.152,0.983,64,0.984,64,0.953,76,0.987,64,0,64,0,64,0,64,0,,,,,,,,,63,526,63,512,64,0,64,0,64,0.484,64,0.766
29Q243,Institute for Health Professions at Cambria Height,High School,469,0.82,0.98,0.89,1,0.93,0.97,0.62,0.38,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.098,0.136,0.077,0.098,0.569,1.8,8.2,0.824,0.864,0.37,0.976,110,0.682,110,0.864,100,0.94,110,0,110,0,110,0,110,0,26,12.9,26,14.8,26,13.2,26,15.5,91,423,91,456,110,0,110,0,110,0.082,110,0.3
29Q248,Queens Preparatory Academy,High School,238,0.62,0.84,0.77,0.86,0.93,0.87,0.42,0.58,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.076,0.189,0.176,0.118,0.605,1.5,16.2,1,0.802,0.494,0.968,75,0.893,75,0.867,99,0.838,75,0,75,0,75,0,75,0,,,,,,,,,60,410,60,402,75,0,75,0,75,0.053,75,0.093
29Q259,Pathways College Preparatory School: A College Boa,High School,336,0.77,0.87,0.79,0.92,0.93,0.89,0.435,0.565,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.039,0.155,0.065,0.083,0.467,1.3,1.2,0.732,0.897,0.222,0.991,73,0.959,73,0.959,75,0.907,73,0,73,0,73,0,73,0,,,,,,,,,69,424,69,429,73,0,73,0,73,0.096,73,0.233
29Q265,Excelsior Preparatory High School,High School,401,0.72,0.97,0.79,0.95,0.93,0.95,0.446,0.554,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,0.062,0.182,0.087,0.1,0.554,1.5,11.1,1,0.879,0.357,0.984,97,0.773,97,0.794,123,0.911,97,0.186,97,0.186,97,0.186,97,0.186,18,14.6,18,15.8,18,17.1,18,17.3,73,411,73,422,97,0.021,97,0.01,97,0.082,97,0.144
29Q272,George Washington Carver High School for the Scien,High School,345,0.72,0.94,0.79,0.91,0.9,0.91,0.53,0.47,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.032,0.174,0.11,0.093,0.603,1.9,17.2,0.952,0.809,0.437,0.977,101,0.693,101,0.832,99,0.828,101,0.01,101,0.01,101,0.01,101,0.01,1,,1,,1,,1,,80,429,80,436,101,0,101,0,101,0.119,101,0.208
29Q283,Preparatory Academy for Writers: A College Board S,High School,330,0.66,0.79,0.76,0.85,0.87,0.86,0.494,0.506,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.048,0.139,0.091,0.076,0.521,1.5,12.1,0.917,0.9,0.366,0.991,93,0.699,93,0.86,97,0.928,93,0.011,93,0.011,93,0.011,93,0.011,1,,1,,1,,1,,82,430,82,443,93,0,93,0,93,0.086,93,0.29
29Q313,Benjamin Franklin High School for Finance & Inform,High School,420,0.84,0.83,0.91,0.83,0.93,0.88,0.336,0.664,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,0.102,0.167,0.083,0.114,0.555,1.9,3,0.839,0.896,0.283,0.979,105,0.648,105,0.933,92,0.859,105,0,105,0,105,0,105,0,,,,,,,,,92,439,92,446,105,0,105,0,105,0.19,105,0.267
29Q326,Cambria Heights Academy,High School,355,0.78,0.88,0.84,0.88,0.96,0.93,0.392,0.608,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,0.085,0.203,0.051,0.087,0.493,1.7,11.1,0.926,0.891,0.302,0.984,93,0.79,93,0.882,94,0.957,93,0,93,0,93,0,93,0,,,,,,,,,84,437,84,446,93,0,93,0,93,0.118,93,0.269
29Q327,Eagle Academy for Young Men III,High School,233,0.68,0.65,0.76,0.71,0.89,0.77,0,1,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,0.004,0.24,0.056,0.069,0.502,1.5,4,0.867,0.746,0.741,0.98,52,0.942,52,0.865,59,0.949,52,0,52,0,52,0,52,0,26,12.9,26,14.8,26,13.2,26,15.5,49,431,49,435,52,0,52,0,52,0.019,52,0.25
29Q492,"Mathematics, Science Research and Technology Magne",High School,348,0.83,0.95,0.9,0.96,0.86,0.95,0.342,0.658,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.121,0.109,0.198,0.098,0.563,1.8,3.6,0.583,0.896,0.283,0.986,109,0.679,109,0.725,113,0.805,109,0.009,109,0.009,109,0.009,109,0.009,1,,1,,1,,1,,77,423,77,412,109,0,109,0,109,0.092,109,0.128
29Q498,Humanities & Arts Magnet High School,High School,393,0.72,0.78,0.79,0.78,0.89,0.82,0.58,0.42,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.087,0.163,0.087,0.097,0.585,1.9,5,0.88,0.881,0.316,0.992,91,0.912,91,0.912,122,0.885,91,0,91,0,91,0,91,0,,,,,,,,,73,402,73,410,91,0,91,0,91,0.044,91,0.165
30Q258,Energy Tech High School,High School,527,0.83,0.95,0.89,0.97,0.92,0.96,0.207,0.793,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.038,0.15,0.038,0.051,0.6,3,8.2,0.763,0.915,0.247,0.992,110,0.964,110,0.945,110,0.927,110,0,110,0,110,0,110,0,,,,,,,,,103,502,103,488,110,0,110,0,110,0.4,110,0.5
30Q286,"Young Women's Leadership School, Astoria",High School,313,0.81,0.84,0.86,0.82,0.9,0.87,1,0,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,0.035,0.169,0.006,0.042,0.655,1.8,6,0.825,0.886,0.381,0.989,77,0.935,77,1,74,1,77,0,77,0,77,0,77,0,,,,,,,,,73,509,73,521,77,0,77,0,77,0.455,77,0.688
30Q445,William Cullen Bryant High School,High School,"2,141",0.66,0.6,0.76,0.56,0.87,0.72,0.441,0.559,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.166,0.159,0.06,0.094,0.724,1.4,10,0.774,0.839,0.346,0.982,567,0.83,567,0.868,630,0.841,567,0,567,0,567,0,567,0,1,15,1,14,1,12,1,16,451,451,451,443,567,0,567,0,567,0.159,567,0.215
30Q450,Long Island City High School,High School,"2,157",0.7,0.84,0.79,0.86,0.88,0.89,0.487,0.513,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.108,0.186,0.048,0.086,0.759,3.3,9.2,0.871,0.82,0.436,0.984,499,0.862,499,0.846,548,0.839,499,0,499,0,499,0,499,0,,,,,,,,,398,447,398,447,499,0,499,0,499,0.12,499,0.24
30Q501,Frank Sinatra School of the Arts High School,High School,873,0.8,0.86,0.79,0.91,0.91,0.93,0.683,0.317,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.006,0.183,0.001,0.015,0.237,4.9,4,0.982,0.954,0.108,0.998,209,0.99,209,0.986,185,0.989,209,0,209,0,209,0,209,0,1,17,1,18,1,17,1,15,204,523,204,536,209,0,209,0,209,0.493,209,0.746
30Q502,Information Technology High School,High School,948,0.69,0.86,0.77,0.9,0.87,0.89,0.282,0.718,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.078,0.176,0.026,0.103,0.727,3.1,2.9,0.864,0.832,0.426,0.984,244,0.949,244,0.881,230,0.852,244,0,244,0,244,0,244,0,,,,,,,,,205,449,205,447,244,0,244,0,244,0.18,244,0.242
30Q575,Academy of American Studies,High School,"1,118",0.72,0.72,0.71,0.75,0.86,0.83,0.576,0.424,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,0.03,0.101,0.014,0.026,0.481,2.5,10,0.926,0.93,0.169,0.986,294,0.959,294,0.986,216,0.991,294,0.007,294,0.007,294,0.007,294,0.007,2,20,2,22,2,18,2,23,284,542,284,540,294,0.003,294,0.007,294,0.599,294,0.728
