SchoolDigger.com School Ranking Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York High School Rankings / School Year: 2018-2019 Test Grades:  9th, 10th, 11th, 12th, End-of-course, Tests: Regents Algebra I, Regents Chemistry, Regents Algebra II, Regents English, Regents Geometry, Regents Earth Science, Regents Global History and Geography, Regents Living Environment, Regents Physics, Regents U.S. History and Government, Schools: All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright 2022, SchoolDigger.com. Not for commercial use. Do not distribute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank (2018-19),School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2018-19),Average Standard Score (2017-18),Rank (2017-18),Rank Change from (2017-18),SchoolDigger Star Rating
701,"Queens School Of Inquiry, The",https://www.schooldigger.com/go/NY/schools/0012205830/school.aspx,New York City Geographic District #25,https://www.schooldigger.com/go/NY/district/00122/search.aspx,158-40 76th Rd,Flushing,https://www.schooldigger.com/go/NY/city/Flushing/search.aspx,11366,Queens County,(718) 380-6929,6,12,No,No,No,No,589,46,12.7,54.20%,15.10%,0.30%,40.20%,23.60%,0.20%,2.90%,17.70%,47.4,57.2,583,-118,2
702,Lyons Senior High School,https://www.schooldigger.com/go/NY/schools/1803001615/school.aspx,Lyons Central School District,https://www.schooldigger.com/go/NY/district/18030/search.aspx,10 Clyde Rd,Lyons,https://www.schooldigger.com/go/NY/city/Lyons/search.aspx,14489,Wayne County,(315) 946-2200,9,12,Yes,No,No,No,258,10,25.7,49.20%,11.60%,0.00%,0.40%,4.30%,0.40%,6.60%,76.70%,47.4,60.3,525,-177,2
703,Jefferson Central School,https://www.schooldigger.com/go/NY/schools/1572001359/school.aspx,Jefferson Central School District,https://www.schooldigger.com/go/NY/district/15720/search.aspx,1332 St Rt 10,Jefferson,https://www.schooldigger.com/go/NY/city/Jefferson/search.aspx,12093,Schoharie County,(607) 652-7821,PK,12,Yes,No,No,No,204,16,12.7,17.60%,0.00%,0.00%,0.50%,2.90%,0.00%,1.50%,95.10%,47.3,56.4,592,-111,2
704,Rensselaer Junior/Senior High School,https://www.schooldigger.com/go/NY/schools/2445003341/school.aspx,Rensselaer City School District,https://www.schooldigger.com/go/NY/district/24450/search.aspx,25 Van Rensselaer Dr,Rensselaer,https://www.schooldigger.com/go/NY/city/Rensselaer/search.aspx,12144,Rensselaer County,(518) 436-8561,7,12,Yes,No,No,No,439,36,12.1,0.00%,14.10%,0.20%,12.10%,7.70%,0.00%,5.90%,59.90%,47.3,52,638,-66,2
705,James Madison High School,https://www.schooldigger.com/go/NY/schools/0015302009/school.aspx,New York City Geographic District #22,https://www.schooldigger.com/go/NY/district/00153/search.aspx,3787 Bedford Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11229,Kings County,(718) 758-7200,9,12,Yes,No,No,No,3811,195.3,19.5,74.40%,15.20%,0.50%,19.90%,16.90%,0.20%,0.50%,46.70%,47.2,44.6,728,23,2
706,Utica Academy Of Science Charter School,https://www.schooldigger.com/go/NY/schools/0108406447/school.aspx,Utica Academy Of Science Charter School,https://www.schooldigger.com/go/NY/district/01084/search.aspx,1214 Lincoln Ave,Utica,https://www.schooldigger.com/go/NY/city/Utica/search.aspx,13502,Oneida County,(315) 266-1072,KG,12,Yes,Yes,No,No,532,32.9,16.1,82.50%,23.90%,0.60%,8.30%,22.60%,0.60%,5.10%,39.10%,47,32.5,818,112,2
707,Norwich High School,https://www.schooldigger.com/go/NY/schools/2133003039/school.aspx,Norwich City School District,https://www.schooldigger.com/go/NY/district/21330/search.aspx,49 Midland Dr,Norwich,https://www.schooldigger.com/go/NY/city/Norwich/search.aspx,13815,Chenango County,(607) 334-1600,9,12,Yes,No,No,No,517,41,12.6,51.10%,4.60%,0.00%,0.60%,3.30%,0.20%,0.40%,90.90%,46.9,48.8,681,-26,2
708,Bayside High School,https://www.schooldigger.com/go/NY/schools/0009901917/school.aspx,New York City Geographic District #26,https://www.schooldigger.com/go/NY/district/00099/search.aspx,32-24 Corp Kennedy St,Bayside,https://www.schooldigger.com/go/NY/city/Bayside/search.aspx,11361,Queens County,(718) 229-7600,9,12,Yes,No,No,No,2868,162,17.6,70.90%,12.40%,0.40%,42.00%,27.00%,0.30%,1.30%,16.50%,46.8,36.7,780,72,2
709,Institute Of Technology At Syracuse Central,https://www.schooldigger.com/go/NY/schools/2859005977/school.aspx,Syracuse City School District,https://www.schooldigger.com/go/NY/district/28590/search.aspx,258 E Adams St,Syracuse,https://www.schooldigger.com/go/NY/city/Syracuse/search.aspx,13202,Onondaga County,(315) 435-4300,9,12,Yes,No,No,No,540,41.5,13,73.10%,56.50%,0.70%,7.80%,13.10%,0.20%,2.80%,18.90%,46.8,34.6,801,92,2
710,Urban Assembly School For Law And Justice (The),https://www.schooldigger.com/go/NY/schools/0009105698/school.aspx,New York City Geographic District #13,https://www.schooldigger.com/go/NY/district/00091/search.aspx,283 Adams St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11201,Kings County,(718) 858-1160,9,12,Yes,No,No,No,439,30.9,14.1,68.60%,65.60%,1.10%,2.10%,26.40%,0.20%,2.70%,1.80%,46.7,39,770,60,2
711,Urban Assembly Gateway School For Technology,https://www.schooldigger.com/go/NY/schools/0007706251/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,439 W 49th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 246-1041,9,12,Yes,No,No,No,456,31,14.7,57.20%,28.50%,1.10%,6.60%,53.50%,0.40%,3.70%,6.10%,46.7,46.7,711,0,2
712,Alexander Hamilton High School,https://www.schooldigger.com/go/NY/schools/1065000837/school.aspx,Elmsford Union Free School District,https://www.schooldigger.com/go/NY/district/10650/search.aspx,98 S Goodwin Ave,Elmsford,https://www.schooldigger.com/go/NY/city/Elmsford/search.aspx,10523,Westchester County,(914) 592-7311,7,12,Yes,No,No,No,458,37.2,12.3,0.00%,25.50%,0.00%,7.20%,54.10%,0.00%,2.00%,11.10%,46.6,47,704,-8,2
713,Whitesville Central School,https://www.schooldigger.com/go/NY/schools/3135004575/school.aspx,Whitesville Central School District,https://www.schooldigger.com/go/NY/district/31350/search.aspx,692 Main St,Whitesville,https://www.schooldigger.com/go/NY/city/Whitesville/search.aspx,14897,Allegany County,(607) 356-3301,PK,12,Yes,No,No,No,196,17,11.5,57.10%,0.50%,0.00%,0.00%,1.50%,0.00%,0.00%,98.00%,46.5,58,566,-147,2
714,World Journalism Preparatory: A College Board Scho,https://www.schooldigger.com/go/NY/schools/0012205869/school.aspx,New York City Geographic District #25,https://www.schooldigger.com/go/NY/district/00122/search.aspx,34-65 192nd St,Flushing,https://www.schooldigger.com/go/NY/city/Flushing/search.aspx,11358,Queens County,(718) 461-2219,6,12,No,No,No,No,587,39,15,60.00%,3.70%,0.30%,16.70%,38.20%,0.00%,2.70%,38.30%,46.3,40,756,42,2
715,Ravena-Coeymans-Selkirk Senior High School,https://www.schooldigger.com/go/NY/schools/2415003327/school.aspx,Ravena-Coeymans-Selkirk Central School District,https://www.schooldigger.com/go/NY/district/24150/search.aspx,2025 Rt 9w,Ravena,https://www.schooldigger.com/go/NY/city/Ravena/search.aspx,12143,Albany County,(518) 756-5200,9,12,Yes,No,No,No,557,53.2,10.4,41.10%,5.40%,0.00%,0.70%,6.10%,0.20%,3.20%,84.40%,46.3,56.9,587,-128,2
716,Salmon River High School,https://www.schooldigger.com/go/NY/schools/2550003524/school.aspx,Salmon River Central School District,https://www.schooldigger.com/go/NY/district/25500/search.aspx,637 County Rt 1,Fort Covington,https://www.schooldigger.com/go/NY/city/Fort+Covington/search.aspx,12937,Franklin County,(518) 358-6620,9,12,Yes,No,No,No,476,35.1,13.5,71.60%,0.20%,67.00%,0.00%,0.80%,0.20%,2.10%,29.60%,46.3,56,596,-120,2
717,Edmeston Central School,https://www.schooldigger.com/go/NY/schools/1026000797/school.aspx,Edmeston Central School District,https://www.schooldigger.com/go/NY/district/10260/search.aspx,11 North St,Edmeston,https://www.schooldigger.com/go/NY/city/Edmeston/search.aspx,13335,Otsego County,(607) 965-8931,PK,12,Yes,No,No,No,387,41.2,9.3,38.00%,0.80%,0.00%,1.60%,1.30%,0.00%,1.60%,94.80%,46.1,60.1,529,-188,2
718,Pulaski Middle-High School,https://www.schooldigger.com/go/NY/schools/2388003312/school.aspx,Pulaski Central School District,https://www.schooldigger.com/go/NY/district/23880/search.aspx,4624 Salina St,Pulaski,https://www.schooldigger.com/go/NY/city/Pulaski/search.aspx,13142,Oswego County,(315) 298-5103,6,12,No,No,No,No,319,20,15.9,46.70%,0.60%,0.00%,0.00%,2.80%,0.00%,1.60%,95.00%,45.9,50.9,651,-67,2
719,Bradford Central School,https://www.schooldigger.com/go/NY/schools/0522000246/school.aspx,Bradford Central School District,https://www.schooldigger.com/go/NY/district/05220/search.aspx,2820 Rt 226,Bradford,https://www.schooldigger.com/go/NY/city/Bradford/search.aspx,14815,Schuyler County,(607) 583-4616,PK,12,Yes,No,No,No,258,29,8.8,58.10%,0.00%,0.00%,0.00%,1.20%,0.00%,1.60%,97.30%,45.8,35,793,74,2
720,Western New York Maritime Charter School,https://www.schooldigger.com/go/NY/schools/0010605603/school.aspx,Western New York Maritime Charter School,https://www.schooldigger.com/go/NY/district/00106/search.aspx,2193 S Park Ave,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14220,Erie County,(716) 842-6289,5,12,Yes,Yes,No,No,450,43.3,10.3,78.70%,37.30%,1.10%,1.80%,32.90%,0.00%,4.90%,22.00%,45.8,57.2,581,-139,2
721,Herkimer High School,https://www.schooldigger.com/go/NY/schools/1422001168/school.aspx,Herkimer Central School District,https://www.schooldigger.com/go/NY/district/14220/search.aspx,801 W German St,Herkimer,https://www.schooldigger.com/go/NY/city/Herkimer/search.aspx,13350,Herkimer County,(315) 866-2230,6,12,No,No,No,No,540,41.6,12.9,62.20%,3.70%,0.00%,1.30%,2.60%,0.00%,3.00%,89.40%,45.8,47.8,694,-27,2
722,Batavia High School,https://www.schooldigger.com/go/NY/schools/0399000156/school.aspx,Batavia City School District,https://www.schooldigger.com/go/NY/district/03990/search.aspx,260 State St,Batavia,https://www.schooldigger.com/go/NY/city/Batavia/search.aspx,14020,Genesee County,(585) 343-2480,9,12,Yes,No,No,No,630,53,11.8,48.70%,14.30%,1.00%,2.40%,6.20%,0.00%,0.60%,75.60%,45.8,42.5,745,23,2
723,Robert F. Kennedy Community High School,https://www.schooldigger.com/go/NY/schools/0012200954/school.aspx,New York City Geographic District #25,https://www.schooldigger.com/go/NY/district/00122/search.aspx,75-40 Parsons Blvd,Flushing,https://www.schooldigger.com/go/NY/city/Flushing/search.aspx,11366,Queens County,(718) 969-5510,9,12,Yes,No,No,No,694,41,16.9,80.40%,12.80%,0.90%,35.60%,35.20%,0.30%,1.90%,13.40%,45.3,51.9,640,-83,2
724,Newark Senior High School,https://www.schooldigger.com/go/NY/schools/2064002895/school.aspx,Newark Central School District,https://www.schooldigger.com/go/NY/district/20640/search.aspx,625 Peirson Ave,Newark,https://www.schooldigger.com/go/NY/city/Newark/search.aspx,14513,Wayne County,(315) 332-3242,9,12,Yes,No,No,No,651,57.8,11.2,45.60%,7.70%,0.50%,0.90%,13.20%,0.00%,1.70%,76.00%,45.3,46.7,712,-12,2
725,Metropolitan Diploma Plus High School,https://www.schooldigger.com/go/NY/schools/0012106064/school.aspx,New York City Geographic District #23,https://www.schooldigger.com/go/NY/district/00121/search.aspx,985 Rockaway Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11212,Kings County,(718) 342-6249,9,12,Yes,No,No,No,178,21,8.4,91.60%,80.90%,1.10%,0.00%,16.90%,0.00%,0.60%,0.60%,45.2,71.5,288,-437,2
726,Uniondale High School,https://www.schooldigger.com/go/NY/schools/2928003944/school.aspx,Uniondale Union Free School District,https://www.schooldigger.com/go/NY/district/29280/search.aspx,933 Goodrich St,Uniondale,https://www.schooldigger.com/go/NY/city/Uniondale/search.aspx,11553,Nassau County,(516) 560-8820,9,12,Yes,No,No,No,2371,178.5,13.2,67.10%,41.00%,0.00%,1.20%,56.10%,0.10%,0.80%,0.70%,45.2,43.2,738,12,2
727,Candor Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/0642000424/school.aspx,Candor Central School District,https://www.schooldigger.com/go/NY/district/06420/search.aspx,1 Academy St,Candor,https://www.schooldigger.com/go/NY/city/Candor/search.aspx,13743,Tioga County,(607) 659-5020,7,12,Yes,No,No,No,353,37.7,9.3,51.00%,1.40%,0.00%,0.80%,3.10%,0.00%,3.70%,90.90%,45.1,36.3,782,55,2
728,Westbury High School,https://www.schooldigger.com/go/NY/schools/3096004162/school.aspx,Westbury Union Free School District,https://www.schooldigger.com/go/NY/district/30960/search.aspx,1 Post Rd,Old Westbury,https://www.schooldigger.com/go/NY/city/Old+Westbury/search.aspx,11568,Nassau County,(516) 876-5047,9,12,Yes,No,No,No,1621,102.8,15.7,76.40%,25.40%,0.30%,1.30%,71.60%,0.10%,0.40%,1.00%,45,42.4,747,19,2
729,Chelsea Career And Technical Education High School,https://www.schooldigger.com/go/NY/schools/0007701934/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,131 Ave Of The Americas,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10013,New York County,(212) 925-1080,9,12,Yes,No,No,No,453,38,11.9,78.40%,20.30%,0.40%,13.00%,60.90%,0.40%,1.30%,3.50%,45,53.6,615,-114,2
730,Cleveland Hill High School,https://www.schooldigger.com/go/NY/schools/0768000549/school.aspx,Cleveland Hill Union Free School District,https://www.schooldigger.com/go/NY/district/07680/search.aspx,105 Mapleview Rd,Cheektowaga,https://www.schooldigger.com/go/NY/city/Cheektowaga/search.aspx,14225,Erie County,(716) 836-7200,9,12,No,No,No,No,395,38.1,10.3,55.20%,32.40%,0.50%,1.80%,6.30%,0.00%,7.10%,51.90%,44.3,53.3,623,-107,2
731,"Robert F. Wagner, Jr. Secondary School for Arts an",https://www.schooldigger.com/go/NY/schools/0009801791/school.aspx,New York City Geographic District #24,https://www.schooldigger.com/go/NY/district/00098/search.aspx,47-07 30th Pl,Long Island City,https://www.schooldigger.com/go/NY/city/Long+Island+City/search.aspx,11101,Queens County,(718) 472-5671,6,12,Yes,No,No,No,648,41,15.7,73.10%,5.40%,0.30%,22.40%,54.20%,0.50%,1.70%,15.60%,44.2,39.7,761,30,2
732,Williamsburg Preparatory School,https://www.schooldigger.com/go/NY/schools/0011905704/school.aspx,New York City Geographic District #14,https://www.schooldigger.com/go/NY/district/00119/search.aspx,257 N 6th St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11211,Kings County,(718) 302-2306,9,12,Yes,No,No,No,683,43.8,15.5,79.90%,15.20%,0.30%,2.30%,70.90%,0.70%,1.30%,9.20%,43.8,34.4,805,73,2
733,New Rochelle High School,https://www.schooldigger.com/go/NY/schools/2049001900/school.aspx,New Rochelle City School District,https://www.schooldigger.com/go/NY/district/20490/search.aspx,265 Clove Rd,New Rochelle,https://www.schooldigger.com/go/NY/city/New+Rochelle/search.aspx,10801,Westchester County,(914) 576-4502,9,12,No,No,No,No,3331,177.3,18.7,44.40%,23.60%,0.10%,4.20%,48.00%,0.30%,0.30%,23.50%,43.6,39.5,765,32,2
734,Riverdale / Kingsbridge Academy (Middle School / H,https://www.schooldigger.com/go/NY/schools/0008702513/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,660 W 237th St,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10463,Bronx County,(718) 796-8516,6,12,No,No,No,No,1526,91,16.7,51.00%,9.60%,0.50%,7.00%,55.60%,0.30%,0.90%,26.10%,43.6,37.9,776,42,2
735,The Laboratory School of Finance and Technology: X,https://www.schooldigger.com/go/NY/schools/0008405521/school.aspx,New York City Geographic District # 7,https://www.schooldigger.com/go/NY/district/00084/search.aspx,360 E 145th St,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10454,Bronx County,(718) 585-8202,6,12,Yes,No,No,No,661,53,12.4,95.20%,16.80%,0.30%,0.80%,81.10%,0.20%,0.20%,0.80%,43.6,39.9,759,24,2
736,New Dorp High School,https://www.schooldigger.com/go/NY/schools/0010302035/school.aspx,New York City Geographic District #31,https://www.schooldigger.com/go/NY/district/00103/search.aspx,465 New Dorp Ln,Staten Island,https://www.schooldigger.com/go/NY/city/Staten+Island/search.aspx,10306,Richmond County,(718) 667-8686,9,12,Yes,No,No,No,3052,186.8,16.3,62.40%,10.20%,0.30%,9.40%,26.90%,0.20%,2.00%,51.00%,43.4,40.5,753,17,2
737,Charter School For Applied Technologies,https://www.schooldigger.com/go/NY/schools/0002504349/school.aspx,Charter School For Applied Technologies,https://www.schooldigger.com/go/NY/district/00025/search.aspx,2303 Kenmore Ave,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14207,Erie County,(716) 876-7505,KG,12,Yes,Yes,No,No,2263,160,14.1,76.70%,39.20%,1.10%,5.80%,28.10%,0.00%,7.90%,17.90%,43.4,39.6,762,25,2
738,Brooklyn Institute For Liberal Arts,https://www.schooldigger.com/go/NY/schools/0009506300/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,600 Kingston Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11203,Kings County,(718) 221-1097,9,12,Yes,No,No,No,410,29,14.1,84.60%,86.30%,1.00%,1.20%,9.00%,0.50%,1.50%,0.50%,43.3,31.5,829,91,2
739,Solvay High School,https://www.schooldigger.com/go/NY/schools/2715003699/school.aspx,Solvay Union Free School District,https://www.schooldigger.com/go/NY/district/27150/search.aspx,600 Gertrude Ave,Solvay,https://www.schooldigger.com/go/NY/city/Solvay/search.aspx,13209,Onondaga County,(315) 468-2551,9,12,Yes,No,No,No,519,49.2,10.5,61.30%,7.90%,1.20%,1.20%,8.10%,0.20%,6.70%,74.80%,43.3,49.1,677,-62,2
740,Yonkers Montessori Academy,https://www.schooldigger.com/go/NY/schools/3192004247/school.aspx,Yonkers City School District,https://www.schooldigger.com/go/NY/district/31920/search.aspx,160 Woodlawn Ave,Yonkers,https://www.schooldigger.com/go/NY/city/Yonkers/search.aspx,10704,Westchester County,(914) 376-8540,PK,12,Yes,No,Yes,No,1341,86,15.5,38.60%,12.30%,0.40%,3.80%,46.20%,0.10%,1.00%,36.20%,43.1,34.5,803,63,2
741,Energy Tech High School,https://www.schooldigger.com/go/NY/schools/0010206443/school.aspx,New York City Geographic District #30,https://www.schooldigger.com/go/NY/district/00102/search.aspx,36-41 28th St,Long Island City,https://www.schooldigger.com/go/NY/city/Long+Island+City/search.aspx,11106,Queens County,(718) 472-0536,9,12,Yes,No,No,No,534,36,14.8,73.40%,9.40%,0.70%,16.30%,57.70%,0.70%,3.20%,12.00%,43,37.4,779,38,2
742,Coney Island Preparatory Public Charter School,https://www.schooldigger.com/go/NY/schools/0100406101/school.aspx,Coney Island Preparatory Public Charter School,https://www.schooldigger.com/go/NY/district/01004/search.aspx,501 West Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11214,Kings County,(718) 513-6951,KG,12,Yes,Yes,No,No,1007,97.7,10.3,82.20%,38.70%,0.60%,8.20%,34.90%,0.20%,1.40%,16.00%,43,45.9,718,-24,2
743,New Heights Academy Charter School,https://www.schooldigger.com/go/NY/schools/0016705891/school.aspx,New Heights Academy Charter School,https://www.schooldigger.com/go/NY/district/00167/search.aspx,1818 Amsterdam Ave,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10031,New York County,(212) 283-5400,5,12,Yes,Yes,No,No,784,49,15.9,92.50%,6.40%,0.00%,0.10%,93.00%,0.10%,0.00%,0.40%,42.9,33.1,811,68,2
744,Urban Assembly New York Harbor School,https://www.schooldigger.com/go/NY/schools/0007705560/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,10 South St-Slip 7,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10004,New York County,(212) 458-0800,9,12,No,No,No,No,532,31,17.1,54.30%,17.10%,1.10%,7.10%,40.60%,0.40%,7.00%,26.70%,42.7,42.5,744,0,2
745,Brushton-Moira High School,https://www.schooldigger.com/go/NY/schools/0582000294/school.aspx,Brushton-Moira Central School District,https://www.schooldigger.com/go/NY/district/05820/search.aspx,758 County Rt 7,Brushton,https://www.schooldigger.com/go/NY/city/Brushton/search.aspx,12916,Franklin County,(518) 529-7342,7,12,Yes,No,No,No,341,27,12.6,61.30%,0.90%,0.60%,0.00%,0.30%,0.00%,0.60%,97.70%,42.7,49.8,670,-75,2
746,Manhattan Comprehensive Night And Day High School,https://www.schooldigger.com/go/NY/schools/0007704778/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,240 2nd Ave,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10003,New York County,(212) 353-2010,10,12,Yes,No,No,No,548,37.9,14.4,89.10%,30.30%,0.50%,22.80%,39.60%,0.70%,0.70%,5.30%,42.6,53,627,-119,2
747,Olympia High School,https://www.schooldigger.com/go/NY/schools/1263001039/school.aspx,Greece Central School District,https://www.schooldigger.com/go/NY/district/12630/search.aspx,1139 Maiden Ln,Rochester,https://www.schooldigger.com/go/NY/city/Rochester/search.aspx,14615,Monroe County,(585) 966-5000,6,12,Yes,No,No,No,1065,97.3,10.9,67.20%,21.30%,0.10%,4.60%,16.20%,0.00%,5.40%,52.30%,42.5,44,731,-16,2
748,Young Women's Leadership School Of The Bronx,https://www.schooldigger.com/go/NY/schools/0008606345/school.aspx,New York City Geographic District # 9,https://www.schooldigger.com/go/NY/district/00086/search.aspx,1865 Morris Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10453,Bronx County,(718) 731-2590,6,12,Yes,No,No,No,543,38.9,13.9,84.00%,32.40%,1.10%,2.80%,60.40%,0.20%,1.30%,1.80%,42.5,,,,2
